x-axis,1
second,Volt
-100.000E-03,-47.990E-03
-99.900E-03,-47.990E-03
-99.800E-03,-47.990E-03
-99.700E-03,-47.990E-03
-99.600E-03,-47.990E-03
-99.500E-03,-47.990E-03
-99.400E-03,-47.990E-03
-99.300E-03,-47.990E-03
-99.200E-03,-47.990E-03
-99.100E-03,-47.990E-03
-99.000E-03,-47.990E-03
-98.900E-03,-47.990E-03
-98.800E-03,-47.990E-03
-98.700E-03,-47.990E-03
-98.600E-03,-47.990E-03
-98.500E-03,-47.990E-03
-98.400E-03,-47.990E-03
-98.300E-03,-47.990E-03
-98.200E-03,-47.990E-03
-98.100E-03,-35.849E-03
-98.000E-03,-47.990E-03
-97.900E-03,-47.990E-03
-97.800E-03,-47.990E-03
-97.700E-03,-47.990E-03
-97.600E-03,-47.990E-03
-97.500E-03,+10.302E-03
-97.400E-03,-47.990E-03
-97.300E-03,-47.990E-03
-97.200E-03,-47.990E-03
-97.100E-03,-47.990E-03
-97.000E-03,-47.990E-03
-96.900E-03,-47.990E-03
-96.800E-03,-47.990E-03
-96.700E-03,-47.990E-03
-96.600E-03,-47.990E-03
-96.500E-03,+31.206E-03
-96.400E-03,-47.990E-03
-96.300E-03,-47.990E-03
-96.200E-03,-47.990E-03
-96.100E-03,-47.990E-03
-96.000E-03,-47.990E-03
-95.900E-03,-81.035E-03
-95.800E-03,-47.990E-03
-95.700E-03,-47.990E-03
-95.600E-03,-47.990E-03
-95.500E-03,-47.990E-03
-95.400E-03,-47.990E-03
-95.300E-03,+19.307E-03
-95.200E-03,-47.990E-03
-95.100E-03,-47.990E-03
-95.000E-03,-47.990E-03
-94.900E-03,-47.990E-03
-94.800E-03,-23.226E-03
-94.700E-03,-47.990E-03
-94.600E-03,-47.990E-03
-94.500E-03,-47.990E-03
-94.400E-03,-47.990E-03
-94.300E-03,-47.990E-03
-94.200E-03,-47.990E-03
-94.100E-03,-47.990E-03
-94.000E-03,-47.990E-03
-93.900E-03,-47.990E-03
-93.800E-03,-47.990E-03
-93.700E-03,-47.990E-03
-93.600E-03,-47.990E-03
-93.500E-03,-47.990E-03
-93.400E-03,-47.990E-03
-93.300E-03,-47.990E-03
-93.200E-03,-61.819E-03
-93.100E-03,-47.990E-03
-93.000E-03,-47.990E-03
-92.900E-03,-47.990E-03
-92.800E-03,-47.990E-03
-92.700E-03,-47.990E-03
-92.600E-03,-47.990E-03
-92.500E-03,-47.990E-03
-92.400E-03,-47.990E-03
-92.300E-03,-47.990E-03
-92.200E-03,-41.879E-03
-92.100E-03,-39.226E-03
-92.000E-03,-47.990E-03
-91.900E-03,-47.990E-03
-91.800E-03,-47.990E-03
-91.700E-03,-47.990E-03
-91.600E-03,-47.990E-03
-91.500E-03,-47.990E-03
-91.400E-03,-47.990E-03
-91.300E-03,-47.990E-03
-91.200E-03,-47.990E-03
-91.100E-03,-47.990E-03
-91.000E-03,-47.990E-03
-90.900E-03,-47.990E-03
-90.800E-03,-47.990E-03
-90.700E-03,-47.990E-03
-90.600E-03,-47.990E-03
-90.500E-03,-47.990E-03
-90.400E-03,-47.990E-03
-90.300E-03,-47.990E-03
-90.200E-03,-47.990E-03
-90.100E-03,-47.990E-03
-90.000E-03,-47.990E-03
-89.900E-03,-47.990E-03
-89.800E-03,-47.990E-03
-89.700E-03,-47.990E-03
-89.600E-03,-47.990E-03
-89.500E-03,-47.990E-03
-89.400E-03,-47.990E-03
-89.300E-03,-47.990E-03
-89.200E-03,-47.990E-03
-89.100E-03,-47.990E-03
-89.000E-03,-47.990E-03
-88.900E-03,-47.990E-03
-88.800E-03,-47.990E-03
-88.700E-03,-47.990E-03
-88.600E-03,-47.990E-03
-88.500E-03,-47.990E-03
-88.400E-03,-47.990E-03
-88.300E-03,-47.990E-03
-88.200E-03,-47.990E-03
-88.100E-03,-47.990E-03
-88.000E-03,+32.412E-03
-87.900E-03,+193.216E-03
-87.800E-03,+434.422E-03
-87.700E-03,+595.226E-03
-87.600E-03,+756.030E-03
-87.500E-03,+866.583E-03
-87.400E-03,+1.077638E+00
-87.300E-03,+1.119206E+00
-87.200E-03,+1.318844E+00
-87.100E-03,+1.399246E+00
-87.000E-03,+1.560050E+00
-86.900E-03,+1.640452E+00
-86.800E-03,+1.801256E+00
-86.700E-03,+1.886241E+00
-86.600E-03,+2.042462E+00
-86.500E-03,+2.122864E+00
-86.400E-03,+2.203266E+00
-86.300E-03,+2.364070E+00
-86.200E-03,+2.444472E+00
-86.100E-03,+2.474141E+00
-86.000E-03,+2.529698E+00
-85.900E-03,+2.685678E+00
-85.800E-03,+2.766080E+00
-85.700E-03,+2.818583E+00
-85.600E-03,+2.926884E+00
-85.500E-03,+2.990804E+00
-85.400E-03,+3.007286E+00
-85.300E-03,+3.087688E+00
-85.200E-03,+3.168090E+00
-85.100E-03,+3.248492E+00
-85.000E-03,+3.248492E+00
-84.900E-03,+3.328894E+00
-84.800E-03,+3.409296E+00
-84.700E-03,+3.409296E+00
-84.600E-03,+3.489698E+00
-84.500E-03,+3.489698E+00
-84.400E-03,+3.570100E+00
-84.300E-03,+3.650502E+00
-84.200E-03,+3.650502E+00
-84.100E-03,+3.650502E+00
-84.000E-03,+3.730904E+00
-83.900E-03,+3.811306E+00
-83.800E-03,+3.811306E+00
-83.700E-03,+3.885839E+00
-83.600E-03,+3.863085E+00
-83.500E-03,+3.954824E+00
-83.400E-03,+3.954905E+00
-83.300E-03,+3.972111E+00
-83.200E-03,+3.972111E+00
-83.100E-03,+4.052513E+00
-83.000E-03,+4.052513E+00
-82.900E-03,+4.104050E+00
-82.800E-03,+4.132915E+00
-82.700E-03,+4.132915E+00
-82.600E-03,+4.213317E+00
-82.500E-03,+4.207286E+00
-82.400E-03,+4.213317E+00
-82.300E-03,+4.218704E+00
-82.200E-03,+4.242422E+00
-82.100E-03,+4.293719E+00
-82.000E-03,+4.293719E+00
-81.900E-03,+4.293719E+00
-81.800E-03,+4.299990E+00
-81.700E-03,+4.333357E+00
-81.600E-03,+4.298864E+00
-81.500E-03,+4.374121E+00
-81.400E-03,+4.374121E+00
-81.300E-03,+4.374121E+00
-81.200E-03,+4.454523E+00
-81.100E-03,+4.454523E+00
-81.000E-03,+4.454523E+00
-80.900E-03,+4.454523E+00
-80.800E-03,+4.534925E+00
-80.700E-03,+4.454523E+00
-80.600E-03,+4.472693E+00
-80.500E-03,+4.507186E+00
-80.400E-03,+4.534925E+00
-80.300E-03,+4.576171E+00
